C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\088_060\0590.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\290\0290.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\496_417\0330.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\535\0580.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\415\0090.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\569\0300.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\500\0030.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\374\0500.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\522_337\0300.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\531\0060.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\109\0010.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\814\0230.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\499_539\0300.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\150_153\0160.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\750\0250.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\318\0360.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\022_489\0250.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\295_099\0360.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\873\0640.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\122\0170.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\761\0130.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\065\0330.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\201\0170.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\018_019\0200.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\055\0290.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\509\0030.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\121\0460.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\717\0000.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\763\0030.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\374\0410.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\297_270\0040.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\785_736\0360.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\678\0020.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\262\0160.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\889\0010.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\776\0330.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\697\0100.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\204_230\0060.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\372_413\0300.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\678_460\0080.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\667\0110.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\498\0190.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\975_978\0050.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\146\0570.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\918_934\0280.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\795_907\0350.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\213\0340.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\043_110\0480.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\499\0320.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\356\0130.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\659\0850.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\833_826\0080.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\763\0320.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\305_513\0250.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\193_030\0190.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\763_930\0150.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\112_892\0170.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\022_489\0150.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\414_385\0130.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\360_437\0320.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\398\0430.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\943\0440.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\572\0050.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\289\0060.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\197_224\0330.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\069_961\0030.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\893_913\0270.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\202_348\0280.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\297_270\0280.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\456\0030.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\112_892\0290.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\118_120\0170.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\553_545\0140.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\828_830\0060.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\680\0190.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\061\0120.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\018_019\0240.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\072_037\0100.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\403\0150.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\069\0530.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\501_326\0160.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\086_090\0320.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\790_014\0330.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\796_740\0190.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\133_148\0080.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\199_181\0180.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\618\0230.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\598\0500.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\111_094\0080.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\641\0300.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\201\0070.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\678\0070.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\574_547\0230.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\051\0380.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\534_490\0050.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\795\0340.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\498_433\0040.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\879\0140.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\294_292\0120.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\876\0180.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\620\0470.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\635_642\0130.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\590_034\0130.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\086_090\0140.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\878\0370.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\356_324\0080.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\893\0460.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\173\0480.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\133\0250.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\790_014\0040.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\795_907\0090.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\878_866\0190.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\665\0190.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\146\0480.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\338_336\0180.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\077_100\0040.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\496\0130.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\881_856\0440.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\111\0100.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\197\0820.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\858_861\0250.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\005_010\0200.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\156\0230.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\191\0100.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\975\0120.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\858_861\0110.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\977\0370.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\209_016\0250.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\750\0220.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\894_848\0150.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\819_786\0090.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\095_053\0130.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\734\0790.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\458\0100.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\239\0050.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\229\0020.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\307_365\0250.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\160\0510.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\275_887\0310.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\776_676\0020.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\027\0160.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\631_551\0070.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\659\0590.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\674_744\0240.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\151\0230.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\614\0090.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\393\0280.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\238_282\0120.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\603\0080.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\496_417\0080.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\635_642\0050.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\226\0250.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\870_001\0340.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\143\0190.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\095\0330.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\434_438\0060.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\061_080\0210.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\655\0420.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\687\0140.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\797_844\0380.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\825_074\0120.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\215_208\0410.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\838_810\0070.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\721\0320.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\687\0410.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\700_813\0000.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\392\0250.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\631\0010.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\294_292\0050.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\975\0020.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\728_673\0480.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\239_218\0270.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\543\0670.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\481_469\0010.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\795_907\0030.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\378\0730.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\635\0580.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\209_016\0310.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\999\0110.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\290_240\0070.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\211\0450.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\415\0460.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\055\0090.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\374_407\0370.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\696\0190.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\976_954\0200.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\276\0160.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\007_132\0000.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\680\0090.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\062_066\0130.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\187_234\0320.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\264_271\0290.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\889_045\0010.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\330_162\0130.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\614_616\0490.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\414\0050.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\696\0070.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\614\0340.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\860\0170.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\631\0340.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\101\0350.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\202_348\0160.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\598\0200.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\415\0430.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\238\0400.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\160_928\0270.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\150_153\0410.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\646_643\0060.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\747\0120.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\196_310\0170.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\931_936\0120.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\143\0100.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\252\0150.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\509_525\0460.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\881_856\0340.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\305\0410.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\434_438\0190.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\262\0100.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\796_740\0060.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\392\0840.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\393\0470.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\311\0360.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\431\0300.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\543\0370.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\415\0480.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\179_212\0410.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\150\0330.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\785_736\0060.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\717\0110.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\693\0120.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\790_014\0050.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\833_826\0120.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\815\0030.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\602_397\0060.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\734_699\0320.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\885_802\0210.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\641_662\0100.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\040\0030.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\163_031\0050.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\654_648\0070.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\151\0190.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\194\0220.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\950\0550.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\598\0180.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\814\0080.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\631_551\0410.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\795\0440.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\972_718\0290.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\674\0160.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\728_673\0150.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\124_085\0010.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\184\0770.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\870\0110.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\011_805\0390.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\591\0390.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\028\0150.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\512\0350.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\088_060\0200.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\296\0310.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\902\0230.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\651\0240.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\753\0620.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\645_688\0180.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\931_936\0000.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\534\0320.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\025\0590.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\222\0240.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\986\0710.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\969\0000.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\518_131\0230.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\796_740\0230.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\286\0430.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\569\0210.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\770_791\0110.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\899_914\0170.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\202\0170.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\431\0020.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\770\0550.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\693\0520.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\236\0400.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\556\0230.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\038_125\0000.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\391\0000.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\879\0350.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\659\0900.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\553\0270.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\983_113\0080.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\127\0840.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\988\0320.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\651\0110.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\163_031\0020.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\151_225\0110.png;1
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\207\0320.png;0
C:/Diploma/imgDiploma/orginal_sequences_cropped/original\524\0220.png;0
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\062_066\0000.png;1
C:/Diploma/imgDiploma/manipulated_sequences_cropped/FaceSwap\374_407\0030.png;1
